Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
CH1,65.4,1.3,1,139,4324.559170383654,N/A
CH1,65.4,1.3,2,175,7709.219623194563,36
CH1,65.4,1.3,3,212,7464.662163245429,37
CH1,65.4,1.3,4,248,5170.91131679475,36
CH1,65.4,1.3,5,284,2877.57136691255,36
CH1,65.4,1.3,6,319,1366.5008414015438,35
CH1,65.4,1.3,7,363,544.1102262048586,44
CH1,65.4,1.3,8,403,194.72356199487334,40
CH1,65.4,1.3,9,441,65.38174107101742,38
