Timestamp,Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
2025-05-02 00:27:59,CH1,65.9,1.3,1,128,1504.4452700109557,N/A
2025-05-02 00:27:59,CH1,65.9,1.3,2,173,3368.099458057589,45
2025-05-02 00:27:59,CH1,65.9,1.3,3,219,4223.227441959388,46
2025-05-02 00:27:59,CH1,65.9,1.3,4,267,3954.1018771200265,48
2025-05-02 00:27:59,CH1,65.9,1.3,5,313,2946.065186267361,46
2025-05-02 00:27:59,CH1,65.9,1.3,6,359,1947.38269953677,46
2025-05-02 00:27:59,CH1,65.9,1.3,7,412,1101.8436004049686,53
2025-05-02 00:27:59,CH1,65.9,1.3,8,464,582.321091088968,52
2025-05-02 00:27:59,CH1,65.9,1.3,9,519,253.0569530556481,55
2025-05-02 00:27:59,CH1,65.9,1.3,10,559,132.7555713155977,40
