Timestamp,Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
2025-05-05 13:52:27,CH1,66.0,1.3,1,121,1344.4175641460554,N/A
2025-05-05 13:52:27,CH1,66.0,1.3,2,172,3051.836472163781,51
2025-05-05 13:52:27,CH1,66.0,1.3,3,220,3966.768670630424,48
2025-05-05 13:52:27,CH1,66.0,1.3,4,267,3751.677020666219,47
2025-05-05 13:52:27,CH1,66.0,1.3,5,314,2933.615354650044,47
2025-05-05 13:52:27,CH1,66.0,1.3,6,357,1970.9089143377832,43
2025-05-05 13:52:27,CH1,66.0,1.3,7,419,1146.0952644477115,62
2025-05-05 13:52:27,CH1,66.0,1.3,8,471,617.3030906199311,52
2025-05-05 13:52:27,CH1,66.0,1.3,9,521,308.74157091466174,50
2025-05-05 13:52:27,CH1,66.0,1.3,10,576,138.6174727698848,55
