Timestamp,Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
2025-05-05 13:52:23,CH0,65.8,2.0,1,214,148.7838754217416,N/A
2025-05-05 13:52:23,CH0,65.8,2.0,2,252,402.28227026494983,38
2025-05-05 13:52:23,CH0,65.8,2.0,3,289,862.0542567008587,37
2025-05-05 13:52:23,CH0,65.8,2.0,4,325,1487.9803609274993,36
2025-05-05 13:52:23,CH0,65.8,2.0,5,362,2142.7634511234082,37
2025-05-05 13:52:23,CH0,65.8,2.0,6,399,2704.2894028001533,37
2025-05-05 13:52:23,CH0,65.8,2.0,7,434,3040.427460752104,35
2025-05-05 13:52:23,CH0,65.8,2.0,8,472,3089.758450802465,38
2025-05-05 13:52:23,CH0,65.8,2.0,9,508,2857.6703581515662,36
2025-05-05 13:52:23,CH0,65.8,2.0,10,543,2426.4428998820945,35
2025-05-05 13:52:23,CH0,65.8,2.0,11,577,1970.693600503276,34
2025-05-05 13:52:23,CH0,65.8,2.0,12,618,1477.4589471241545,41
2025-05-05 13:52:23,CH0,65.8,2.0,13,659,997.321852736054,41
2025-05-05 13:52:23,CH0,65.8,2.0,14,697,650.1342849037883,38
2025-05-05 13:52:23,CH0,65.8,2.0,15,733,420.3220168513681,36
2025-05-05 13:52:23,CH0,65.8,2.0,16,775,230.60527949601024,42
2025-05-05 13:52:23,CH0,65.8,2.0,17,810,139.63050948191366,35
