Timestamp,Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
2025-05-02 00:52:09,CH1,65.7,2.3,1,390,146.65400305525418,N/A
2025-05-02 00:52:09,CH1,65.7,2.3,2,429,287.4362613789842,39
2025-05-02 00:52:09,CH1,65.7,2.3,3,476,492.5134733580984,47
2025-05-02 00:52:09,CH1,65.7,2.3,4,518,750.3571874753925,42
2025-05-02 00:52:09,CH1,65.7,2.3,5,562,1073.5177093769053,44
2025-05-02 00:52:09,CH1,65.7,2.3,6,604,1356.308223089808,42
2025-05-02 00:52:09,CH1,65.7,2.3,7,648,1655.433959199358,44
2025-05-02 00:52:09,CH1,65.7,2.3,8,687,1850.6488403268195,39
2025-05-02 00:52:09,CH1,65.7,2.3,9,733,1956.8571963027305,46
2025-05-02 00:52:09,CH1,65.7,2.3,10,772,1970.2842759896484,39
2025-05-02 00:52:09,CH1,65.7,2.3,11,816,1835.2443682946684,44
2025-05-02 00:52:09,CH1,65.7,2.3,12,851,1708.610979133038,35
2025-05-02 00:52:09,CH1,65.7,2.3,13,896,1453.8156217496646,45
