Timestamp,Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
2025-05-05 13:52:23,CH0,65.9,2.0,1,256,206.2799836576842,N/A
2025-05-05 13:52:23,CH0,65.9,2.0,2,292,457.25251819557906,36
2025-05-05 13:52:23,CH0,65.9,2.0,3,333,878.4858848938495,41
2025-05-05 13:52:23,CH0,65.9,2.0,4,371,1399.8234933661483,38
2025-05-05 13:52:23,CH0,65.9,2.0,5,410,1922.7451349177966,39
2025-05-05 13:52:23,CH0,65.9,2.0,6,450,2377.9110300733637,40
2025-05-05 13:52:23,CH0,65.9,2.0,7,487,2684.1560770249043,37
2025-05-05 13:52:23,CH0,65.9,2.0,8,527,2726.4091871599135,40
2025-05-05 13:52:23,CH0,65.9,2.0,9,564,2553.355716828962,37
2025-05-05 13:52:23,CH0,65.9,2.0,10,601,2273.7200878520093,37
2025-05-05 13:52:23,CH0,65.9,2.0,11,638,1864.010952930614,37
2025-05-05 13:52:23,CH0,65.9,2.0,12,672,1458.7523990884208,34
2025-05-05 13:52:23,CH0,65.9,2.0,13,723,1016.8068183048305,51
2025-05-05 13:52:23,CH0,65.9,2.0,14,763,686.9869286484444,40
2025-05-05 13:52:23,CH0,65.9,2.0,15,798,481.80359921932893,35
2025-05-05 13:52:23,CH0,65.9,2.0,16,840,293.4303881181173,42
