Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
65.1,1.6,1,47,1330.2635661341128,N/A
65.1,1.6,2,75,4314.566087903708,28
65.1,1.6,3,103,7129.928573934054,28
65.1,1.6,4,132,8115.51688765908,29
65.1,1.6,5,160,7141.11790241652,28
65.1,1.6,6,188,5308.0270732115805,28
65.1,1.6,7,216,3325.8064585833845,28
65.1,1.6,8,246,1875.9292455301227,30
65.1,1.6,9,268,942.7415641060348,22
65.1,1.6,10,300,426.1825522259265,32
65.1,1.6,11,331,197.62669496222273,31
