Timestamp,Channel,Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
2025-05-02 00:28:29,CH0,65.7,2.3,1,316,228.96049884381947,N/A
2025-05-02 00:28:29,CH0,65.7,2.3,2,348,451.14870111028006,32
2025-05-02 00:28:29,CH0,65.7,2.3,3,381,803.8072639849387,33
2025-05-02 00:28:29,CH0,65.7,2.3,4,415,1256.2752323531922,34
2025-05-02 00:28:29,CH0,65.7,2.3,5,451,1748.3779353132118,36
2025-05-02 00:28:29,CH0,65.7,2.3,6,482,2216.074210251887,31
2025-05-02 00:28:29,CH0,65.7,2.3,7,514,2597.845041324198,32
2025-05-02 00:28:29,CH0,65.7,2.3,8,547,2776.7719422553205,33
2025-05-02 00:28:29,CH0,65.7,2.3,9,578,2796.128921330607,31
2025-05-02 00:28:29,CH0,65.7,2.3,10,612,2610.512521200655,34
2025-05-02 00:28:29,CH0,65.7,2.3,11,645,2351.394076777461,33
