Voltage Gain (V),Pulse Voltage (V),Peak Number,Peak Index,Peak Counts,Index Difference
65.1,1.3,1,46,11827.526975871582,N/A
65.1,1.3,2,74,15304.527110662708,28
65.1,1.3,3,102,10667.794474407827,28
65.1,1.3,4,130,5248.719686452967,28
65.1,1.3,5,157,2092.9903247377265,27
65.1,1.3,6,185,706.9467839896731,28
65.1,1.3,7,209,227.60663691159527,24
